ASVid,Genus,Species
ASV_795,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_796,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_797,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_798,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_799,Nitrosolobus,Nitrosolobus-sp-Nl14_2671461169
ASV_800,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_801,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_802,Nitrosospira,Nitrosospira-sp_2636913388
ASV_803,Nitrosomonas,Nitrosomonas-oligotropha-Nm75_2671668620
ASV_804,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_805,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_806,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_807,Nitrosomonas,Nitrosomonas-sp-HKU-PRO18_2751118697
ASV_808,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_809,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_810,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_811,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_812,Nitrosomonas,Nitrosomonas-sp-Is79A3_651001907
ASV_813,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_814,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_816,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_817,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_818,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_819,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_821,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_822,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_823,Nitrosomonas,Nitrosomonas-oligotropha-Nm75_2671668620
ASV_824,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_825,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_826,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_827,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_828,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_830,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_831,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_832,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_833,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_834,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_835,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_836,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_837,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_838,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_839,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_840,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_842,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_843,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_844,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_845,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_846,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_847,Nitrosospira,Nitrosospira-sp_2636913388
ASV_848,Nitrosomonas,Nitrosomonas-oligotropha-Nm75_2671668620
ASV_849,Nitrosospira,Nitrosospira-sp_2636913388
ASV_850,Nitrosomonas,Nitrosomonas-sp-Nm84_2737537902
ASV_851,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_852,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_854,Nitrosospira,Nitrosospira-sp_2636913388
ASV_855,Nitrosolobus,Nitrosolobus-sp-Nl14_2671461169
ASV_856,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_857,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_858,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_859,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_860,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_861,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_862,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_863,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_864,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_865,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_866,Nitrosospira,Nitrosospira-sp_2636913388
ASV_868,Nitrosospira,Nitrosospira-sp_2636913388
ASV_869,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_870,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_871,Nitrosospira,Nitrosospira-sp_2636913388
ASV_872,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_874,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_875,Nitrosospira,Nitrosospira-sp_2636913388
ASV_876,Nitrosolobus,Nitrosolobus-sp-Nl14_2671461169
ASV_877,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_880,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_881,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_882,Nitrosospira,Nitrosospira-sp_2636913388
ASV_883,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_885,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_887,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_888,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_889,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_891,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_892,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_893,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_895,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_896,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_897,Nitrosospira,Nitrosospira-sp_2636913388
ASV_898,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_899,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_900,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_901,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_903,Nitrosospira,Nitrosospira-sp_2636913388
ASV_904,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_905,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_907,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_908,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_909,Nitrosospira,Nitrosospira-sp_2636913388
ASV_910,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_911,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_912,Nitrosospira,Nitrosospira-sp_2636913388
ASV_913,Nitrosospira,Nitrosospira-sp_2636913388
ASV_915,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_916,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_917,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_918,Nitrosolobus,Nitrosolobus-sp-Nl14_2671461169
ASV_919,Nitrosomonas,Nitrosomonas-eutropha-Nm24_2671439678
ASV_920,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_921,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_922,Nitrosospira,Nitrosospira-sp_2636913388
ASV_923,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_925,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_926,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_927,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_928,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_929,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_930,Nitrosomonas,Nitrosomonas-halophila-Nm1_2676390257
ASV_931,Nitrosolobus,Nitrosolobus-sp-Nl14_2671461169
ASV_932,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_933,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_934,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_935,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_936,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_937,Nitrosospira,Nitrosospira-sp_2636913388
ASV_938,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_939,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_940,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_941,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_942,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_943,Nitrosospira,Nitrosospira-sp_2636913388
ASV_944,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_945,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_946,Nitrosospira,Nitrosospira-sp_2636913388
ASV_947,Nitrosomonas,Nitrosomonas-halophila-Nm1_2676390257
ASV_948,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_949,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_950,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_952,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_954,Nitrosospira,Nitrosospira-sp_2636913388
ASV_955,Nitrosolobus,Nitrosolobus-sp-Nl14_2671461169
ASV_957,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_958,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_959,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_960,Nitrosospira,Nitrosospira-sp_2636913388
ASV_961,Nitrosospira,Nitrosospira-sp_2636913388
ASV_962,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_963,Nitrosospira,Nitrosospira-sp_2636913388
ASV_964,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_966,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_967,Nitrosospira,Nitrosospira-sp_2636913388
ASV_968,Nitrosospira,Nitrosospira-sp_2636913388
ASV_970,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_971,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_972,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_973,Nitrosospira,Nitrosospira-sp_2636913388
ASV_974,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_975,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_976,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_977,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_978,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_979,Nitrosospira,Nitrosospira-sp_2636913388
ASV_980,Nitrosospira,Nitrosospira-sp_2636913388
ASV_981,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_982,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_983,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_984,Nitrosospira,Nitrosospira-sp_2636913388
ASV_985,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_988,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_989,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_990,Nitrosospira,Nitrosospira-sp_2636913388
ASV_991,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_993,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_994,Nitrosospira,Nitrosospira-sp_2636913388
ASV_995,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_996,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_997,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_998,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_999,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1001,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1002,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1003,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1004,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1005,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1006,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1007,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1008,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1009,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1010,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1011,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1012,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1013,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1014,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1015,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1017,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1018,Nitrosovibrio,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1019,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1020,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1021,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1022,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1023,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1025,Nitrosomonas,Nitrosomonas-stercoris-KYUHI-S_2885017906
ASV_1026,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1027,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1028,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1029,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1030,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1031,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1032,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1034,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1035,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1036,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1037,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1038,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1039,Nitrosospira,Nitrosospira-sp-Nsp22_2737533475
ASV_1040,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1042,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1043,Nitrosolobus,Nitrosolobus-sp-Nl14_2671461169
ASV_1044,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1045,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1047,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1048,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1049,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1051,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1052,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1053,Nitrosomonas,Nitrosomonas-oligotropha-Nm75_2671668620
ASV_1055,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1056,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1057,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1058,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1059,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1060,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1061,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1062,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1063,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1064,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1065,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1067,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1069,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1070,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1071,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1072,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1073,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1074,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1075,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1076,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1077,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1078,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1079,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1080,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1081,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1082,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1085,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1086,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1087,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1088,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1089,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1092,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1094,Nitrosomonas,Nitrosomonas-europaea-ATCC-19718_637427314
ASV_1096,Nitrosomonas,Nitrosomonas-oligotropha-Nm75_2671668620
ASV_1097,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1098,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1100,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1102,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1103,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1105,Nitrosolobus,Nitrosolobus-multiformis-Nl7_2671428569
ASV_1106,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1107,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1108,Nitrosovibrio,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1109,Nitrosolobus,Nitrosolobus-sp-Nl14_2671461169
ASV_1111,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1112,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1114,Nitrosomonas,Nitrosomonas-communis-Nm44_2676397764
ASV_1115,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1117,Nitrosomonas,Nitrosomonas-sp-Nm84_2737537902
ASV_1118,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1120,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1122,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1123,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1124,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1125,Nitrosospira,Nitrosospira-sp-Nsp22_2737533475
ASV_1126,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1127,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1128,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1129,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1130,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1131,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1132,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1133,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1134,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1136,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1137,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1140,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1141,Nitrosomonas,Nitrosomonas-halophila-Nm1_2676390257
ASV_1142,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1147,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1149,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1152,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1153,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1154,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1155,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1156,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1158,Nitrosomonas,Nitrosomonas-communis-Nm44_2676397764
ASV_1159,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1161,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1162,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1163,Nitrosospira,Nitrosospira-sp_2630434854
ASV_1166,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1168,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1170,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1172,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1173,Nitrosolobus,Nitrosolobus-sp-Nl5_2671347534
ASV_1174,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1175,Nitrosospira,Nitrosospira-sp_2630434854
ASV_1176,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1177,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1179,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1180,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1183,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1184,Nitrosospira,Nitrosospira-sp_2630434854
ASV_1187,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1188,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1189,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1193,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1194,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1195,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1196,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1199,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1201,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1202,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1206,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1207,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1208,Nitrosolobus,Nitrosolobus-sp-Nl14_2671461169
ASV_1209,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1211,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1212,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1213,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1214,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1215,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1217,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1220,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1221,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1222,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1223,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1224,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1225,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1226,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1227,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1231,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1232,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1234,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1236,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1237,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1238,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1242,Nitrosovibrio,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1244,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1246,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1247,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1248,Nitrosolobus,Nitrosolobus-sp-Nl5_2671347534
ASV_1249,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1252,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1256,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1257,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1259,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1260,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1262,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1263,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1264,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1265,Nitrosovibrio,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1267,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1269,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1271,Nitrosospira,Nitrosospira-sp-Nsp22_2737533475
