ASVid,taxonomy
ASV_1056,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1057,Nitrosospira-briensis-C-128_2588205525
ASV_1058,Nitrosospira-briensis-C-128_2588205525
ASV_1059,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1060,Nitrosospira-briensis-C-128_2588205525
ASV_1061,Nitrosospira-briensis-C-128_2588205525
ASV_1062,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1063,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1064,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1065,Nitrosospira-sp-17Nsp14_2671457573
ASV_1067,Nitrosospira-briensis-C-128_2588205525
ASV_1069,Nitrosospira-sp_2636913388
ASV_1070,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1071,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1072,Nitrosospira-briensis-C-128_2588205525
ASV_1073,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1074,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1075,Nitrosospira-sp-17Nsp14_2671457573
ASV_1076,Nitrosospira-briensis-C-128_2588205525
ASV_1077,Nitrosospira-sp_2636913388
ASV_1078,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1079,Nitrosospira-sp-17Nsp14_2671457573
ASV_1080,Nitrosospira-sp-17Nsp14_2671457573
ASV_1081,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1082,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1085,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1086,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1087,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1088,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1089,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1092,Nitrosospira-sp_2636913388
ASV_1094,Nitrosomonas-europaea-ATCC-19718_637427314
ASV_1096,Nitrosomonas-oligotropha-Nm75_2671668620
ASV_1097,Nitrosospira-briensis-C-128_2588205525
ASV_1098,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1100,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1102,Nitrosospira-briensis-C-128_2588205525
ASV_1103,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1105,Nitrosolobus-multiformis-Nl7_2671428569
ASV_1106,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1107,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1108,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1109,Nitrosolobus-sp-Nl14_2671461169
ASV_1111,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1112,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1114,Nitrosomonas-communis-Nm44_2676397764
ASV_1115,Nitrosospira-sp-17Nsp14_2671457573
ASV_1117,Nitrosomonas-sp-Nm84_2737537902
ASV_1118,Nitrosospira-briensis-C-128_2588205525
ASV_1120,Nitrosospira-sp-17Nsp14_2671457573
ASV_1122,Nitrosospira-sp-17Nsp14_2671457573
ASV_1123,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1124,Nitrosospira-sp-17Nsp14_2671457573
ASV_1125,Nitrosospira-sp-Nsp22_2737533475
ASV_1126,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1127,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1128,Nitrosospira-sp_2636913388
ASV_1129,Nitrosospira-sp_2636913388
ASV_1130,Nitrosospira-sp_2636913388
ASV_1131,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1132,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1133,Nitrosospira-sp-17Nsp14_2671457573
ASV_1134,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1136,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1137,Nitrosospira-sp_2636913388
ASV_1140,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1141,Nitrosomonas-halophila-Nm1_2676390257
ASV_1142,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1147,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1149,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1152,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1153,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1154,Nitrosospira-sp-17Nsp14_2671457573
ASV_1155,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1156,Nitrosospira-briensis-C-128_2588205525
ASV_1158,Nitrosomonas-communis-Nm44_2676397764
ASV_1159,Nitrosospira-sp-17Nsp14_2671457573
ASV_1161,Nitrosospira-sp_2636913388
ASV_1162,Nitrosospira-sp_2636913388
ASV_1163,Nitrosospira-sp_2630434854
ASV_1166,Nitrosospira-sp-17Nsp14_2671457573
ASV_1168,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1170,Nitrosospira-briensis-C-128_2588205525
ASV_1172,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1173,Nitrosolobus-sp-Nl5_2671347534
ASV_1174,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1175,Nitrosospira-sp_2630434854
ASV_1176,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1177,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1179,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1180,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1183,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1184,Nitrosospira-sp_2630434854
ASV_1187,Nitrosospira-briensis-C-128_2588205525
ASV_1188,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1189,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1193,Nitrosospira-sp_2636913388
ASV_1194,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1195,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1196,Nitrosospira-sp_2636913388
ASV_1199,Nitrosospira-sp_2636913388
ASV_1201,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1202,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1206,Nitrosospira-sp_2636913388
ASV_1207,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1208,Nitrosolobus-sp-Nl14_2671461169
ASV_1209,Nitrosospira-sp-17Nsp14_2671457573
ASV_1211,Nitrosospira-sp-17Nsp14_2671457573
ASV_1212,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1213,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1214,Nitrosospira-sp_2636913388
ASV_1215,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1217,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1220,Nitrosospira-sp-17Nsp14_2671457573
ASV_1221,Nitrosospira-briensis-C-128_2588205525
ASV_1222,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1223,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1224,Nitrosospira-sp_2636913388
ASV_1225,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1226,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1227,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1231,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1232,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1234,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1236,Nitrosospira-sp-17Nsp14_2671457573
ASV_1237,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1238,Nitrosospira-sp_2636913388
ASV_1242,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1244,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1246,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1247,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1248,Nitrosolobus-sp-Nl5_2671347534
ASV_1249,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1252,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1256,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1257,Nitrosospira-sp-17Nsp14_2671457573
ASV_1259,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1260,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1262,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1263,Nitrosospira-briensis-C-128_2588205525
ASV_1264,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1265,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1267,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1269,Nitrosospira-sp-17Nsp14_2671457573
ASV_1271,Nitrosospira-sp-Nsp22_2737533475
ASV_1272,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1273,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1274,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1275,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1276,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1279,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1281,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1285,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1286,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1290,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1291,Nitrosospira-briensis-C-128_2588205525
ASV_1292,Nitrosospira-briensis-C-128_2588205525
ASV_1295,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1297,Nitrosospira-sp-17Nsp14_2671457573
ASV_1300,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1301,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1302,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1307,Nitrosospira-sp_2636913388
ASV_1308,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1309,Nitrosospira-sp-17Nsp14_2671457573
ASV_1310,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1312,Nitrosospira-sp_2636913388
ASV_1313,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1314,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1316,Nitrosospira-briensis-C-128_2588205525
ASV_1322,Nitrosospira-sp_2636913388
ASV_1323,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1324,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1325,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1327,Nitrosomonas-communis-Nm44_2676397764
ASV_1328,Nitrosospira-sp-17Nsp14_2671457573
ASV_1329,Nitrosospira-sp-17Nsp14_2671457573
ASV_1330,Nitrosospira-sp_2636913388
ASV_1331,Nitrosospira-sp_2636913388
ASV_1332,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1333,Nitrosospira-sp-17Nsp14_2671457573
ASV_1336,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1339,Nitrosomonas-oligotropha-Nm75_2671668620
ASV_1341,Nitrosospira-briensis-C-128_2588205525
ASV_1344,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1346,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1348,Nitrosospira-sp_2636913388
ASV_1358,Nitrosomonas-sp-Nm84_2737537902
ASV_1359,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1362,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1364,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1366,Nitrosospira-sp-17Nsp14_2671457573
ASV_1368,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1371,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1373,Nitrosomonas-communis-Nm44_2676397764
ASV_1376,Nitrosospira-sp-17Nsp14_2671457573
ASV_1377,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1378,Nitrosospira-sp_2636913388
ASV_1380,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1384,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1390,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1392,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1400,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1401,Nitrosomonas-sp-Nm84_2737537902
ASV_1403,Nitrosospira-briensis-C-128_2588205525
ASV_1404,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1418,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1430,Nitrosospira-sp-17Nsp14_2671457573
ASV_1432,Nitrosospira-sp_2636913388
ASV_1433,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1434,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1435,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1439,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1442,Nitrosomonas-oligotropha-Nm75_2671668620
ASV_1445,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1446,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1448,Nitrosomonas-oligotropha-Nm75_2671668620
ASV_1450,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1452,Nitrosospira-sp-17Nsp14_2671457573
ASV_1453,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1456,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1457,Nitrosomonas-sp-Nm84_2737537902
ASV_1462,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1463,Nitrosomonas-sp-Is79A3_651001907
ASV_1480,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1481,Nitrosospira-sp_2636913388
ASV_1485,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1486,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1488,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1489,Nitrosospira-sp-17Nsp14_2671457573
ASV_1495,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1499,Nitrosospira-sp-17Nsp14_2671457573
ASV_1503,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1504,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1513,Nitrosospira-sp-Nsp22_2737533475
ASV_1514,Nitrosospira-sp-17Nsp14_2671457573
ASV_1526,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1543,Nitrosospira-sp-17Nsp14_2671457573
ASV_1545,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1547,Nitrosospira-sp-17Nsp14_2671457573
ASV_1548,Nitrosospira-sp_2636913388
ASV_1550,Nitrosospira-sp-17Nsp14_2671457573
ASV_1561,Nitrosomonas-sp-Nm84_2737537902
ASV_1570,Nitrosospira-sp-17Nsp14_2671457573
ASV_1573,Nitrosospira-sp-17Nsp14_2671457573
ASV_1577,Nitrosospira-sp_2636913388
ASV_1588,Nitrosospira-sp-17Nsp14_2671457573
ASV_1591,Nitrosospira-sp-17Nsp14_2671457573
ASV_1611,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1621,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1633,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1636,Nitrosospira-sp-17Nsp14_2671457573
ASV_1637,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1641,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1642,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1651,Nitrosomonas-oligotropha-Nm75_2671668620
ASV_1654,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1658,Nitrosospira-sp-17Nsp14_2671457573
ASV_1659,Nitrosospira-sp-17Nsp14_2671457573
ASV_1680,Nitrosospira-sp-17Nsp14_2671457573
ASV_1681,Nitrosospira-sp-17Nsp14_2671457573
ASV_1687,Nitrosomonas-sp-Nm84_2737537902
ASV_1688,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1692,Nitrosomonas-communis-Nm44_2676397764
ASV_1697,Nitrosomonas-sp-Nm84_2737537902
ASV_1700,Nitrosospira-sp-17Nsp14_2671457573
ASV_1703,Nitrosospira-sp-Nsp22_2737533475
ASV_1704,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1717,Nitrosospira-sp-17Nsp14_2671457573
ASV_1722,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1740,Nitrosospira-briensis-C-128_2588205525
ASV_1745,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1756,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1767,Nitrosomonas-sp-Nm84_2737537902
ASV_1770,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1772,Nitrosomonas-sp-Nm84_2737537902
ASV_1783,Nitrosomonas-sp-Nm84_2737537902
ASV_1801,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1806,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1811,Nitrosospira-sp-17Nsp14_2671457573
ASV_1812,Nitrosospira-sp-17Nsp14_2671457573
ASV_1814,Nitrosospira-sp-17Nsp14_2671457573
ASV_1821,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1822,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1826,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1830,Nitrosomonas-sp-Nm84_2737537902
ASV_1845,Nitrosospira-sp_2630434854
ASV_1861,Nitrosomonas-sp-Is79A3_651001907
ASV_1865,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1881,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1884,Nitrosospira-sp_2636913388
ASV_1888,Nitrosomonas-sp-Nm84_2737537902
ASV_1889,Nitrosomonas-ureae-Nm42_2735374004
ASV_1894,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1896,Nitrosospira-sp-17Nsp14_2671457573
ASV_1901,Nitrosospira-briensis-C-128_2588205525
ASV_1904,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1907,Nitrosospira-sp_2636913388
ASV_1932,Nitrosomonas-sp-Is79A3_651001907
ASV_1943,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1949,Nitrosospira-sp_2630434854
ASV_1950,Nitrosospira-sp-17Nsp14_2671457573
ASV_1969,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1970,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1985,Nitrosospira-sp-17Nsp14_2671457573
ASV_1986,Nitrosospira-sp-17Nsp14_2671457573
ASV_1993,Nitrosomonas-sp-Nm84_2737537902
ASV_2009,Nitrosospira-sp-17Nsp14_2671457573
ASV_2012,Nitrosospira-sp-17Nsp14_2671457573
ASV_2030,Nitrosospira-sp-17Nsp14_2671457573
ASV_2048,Nitrosomonas-communis-Nm44_2676397764
ASV_2057,Nitrosolobus-multiformis-Nl1_2667636517
ASV_2058,Nitrosomonas-oligotropha-Nm75_2671668620
ASV_2059,Nitrosolobus-multiformis-Nl1_2667636517
ASV_2060,Nitrosospira-sp-17Nsp14_2671457573
ASV_2061,Nitrosolobus-multiformis-Nl1_2667636517
ASV_2063,Nitrosolobus-multiformis-Nl1_2667636517
ASV_2064,Nitrosolobus-multiformis-Nl1_2667636517
ASV_2065,Nitrosolobus-multiformis-Nl1_2667636517
ASV_2066,Nitrosospira-sp-17Nsp14_2671457573
ASV_2067,Nitrosolobus-multiformis-Nl1_2667636517
ASV_2068,Nitrosolobus-multiformis-Nl1_2667636517
ASV_2069,Nitrosomonas-sp-Nm84_2737537902
ASV_2070,Nitrosolobus-multiformis-Nl1_2667636517
ASV_2071,Nitrosospira-sp-17Nsp14_2671457573
ASV_2072,Nitrosomonas-communis-Nm44_2676397764
ASV_2073,Nitrosomonas-ureae-Nm15_2727950357
ASV_2074,Nitrosolobus-multiformis-Nl1_2667636517
ASV_2075,Nitrosolobus-multiformis-Nl1_2667636517
ASV_2076,Nitrosomonas-sp-Nm84_2737537902
ASV_2077,Nitrosolobus-multiformis-Nl1_2667636517
ASV_2078,Nitrosospira-sp-17Nsp14_2671457573
ASV_2079,Nitrosomonas-sp-Nm84_2737537902
ASV_2080,Nitrosospira-sp-17Nsp14_2671457573
ASV_2081,Nitrosolobus-multiformis-Nl1_2667636517
